epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_time_seconds,train_avg_batch_time,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_time_seconds,val_avg_batch_time,epoch_time_seconds
1,0.5598496866868342,0.8731158883123301,0.6468203163304639,0.5744860558983382,0.5993350983139144,55.469438552856445,0.4209862337337704,0.4182135816081427,0.9078947368421052,0.7160665272696427,0.7310539832791354,0.7120666850634502,5.0163421630859375,0.283666654066606,60.740556478500366
2,0.07594955559568639,0.9860390412651348,0.8771714348891378,0.8620384420957693,0.8670859452960733,51.531007289886475,0.4074149882699561,0.14384075481313885,0.9385964912280701,0.826168091168091,0.8702458053928642,0.8256747764527499,4.973544597625732,0.2826635078950362,56.924193382263184
3,0.03730392537795676,0.9933283914010378,0.9283636801995098,0.914186611249408,0.9166430608948065,50.45215892791748,0.40028078662441785,0.14089981742575627,0.9502923976608186,0.9146764516977453,0.9321010383951561,0.9161465304864278,5.079694032669067,0.2827689430930398,55.94558024406433
4,0.025510512721341187,0.9964170990857426,0.9816350823481319,0.9671094776914351,0.9713181905187389,50.23227095603943,0.39650488650704935,0.26893564765202016,0.8874269005847952,0.8496815561008833,0.9042212885154063,0.8637610407080166,4.948569059371948,0.2825049161911011,55.20844078063965
5,0.012953766645812563,0.9977761304670126,0.9822972973259909,0.9824981537078841,0.9823406641486722,50.371086835861206,0.39402834261496233,0.26705920229848384,0.8684210526315789,0.8537463284196722,0.8949957870992354,0.8609336113371189,5.13159966468811,0.28406200842423873,55.529038190841675
6,0.015926635842784146,0.9967877440079072,0.9893642672451075,0.9827358789600271,0.9852801559489016,50.62443780899048,0.3928949075733896,0.4749853802342458,0.8625730994152047,0.8310481618367942,0.85151300116006,0.8263887668818576,5.086830377578735,0.2836773106546113,55.73791480064392
7,0.01672951425332507,0.9965406473931308,0.9936588879649061,0.9913026039037153,0.9924483094519859,50.805964946746826,0.3922367171039732,0.22478722670518558,0.915204678362573,0.9090117998628637,0.9135825198766376,0.8933426503882522,4.9259443283081055,0.2816078322274344,55.76040077209473
8,0.011704517030420645,0.9983938720039536,0.995524342227238,0.9926011570645296,0.9939133590620207,52.28175735473633,0.39297593367381356,0.36204213892630155,0.8903508771929824,0.9340331805409389,0.9388954189826401,0.9172626603498091,5.203483819961548,0.28293035247109155,57.5132896900177
9,0.014164130448971026,0.9969112923152953,0.9748129326474733,0.9744317763141966,0.9744667132954162,51.22203612327576,0.3928328983009852,0.6597406376761986,0.817251461988304,0.8395789175366813,0.8734132077073254,0.8340690845945867,4.975091218948364,0.2812667157914903,56.22493386268616
10,0.003523813070895526,0.9996293550778355,0.9968463390389221,0.9962621181635266,0.9964077690564115,50.400410413742065,0.3919405877120852,0.14071691388491342,0.9400584795321637,0.9111835682782599,0.9286522366522367,0.9095877970590679,5.305859804153442,0.2842334964058616,56.12465262413025
11,0.00223714194884411,0.9997529033852236,0.9990867579908677,0.9981746031746032,0.998604554593933,51.020541191101074,0.3917518293507712,0.17639410703654718,0.9385964912280701,0.9120039511452113,0.928169478031547,0.9099919553235923,5.142547130584717,0.28411584452164074,56.191460371017456
12,0.002163605318177599,0.9998764516926119,0.9998427672955974,0.9998907103825138,0.9998664632560449,50.627466678619385,0.39134147317390744,0.10423679472743268,0.9546783625730993,0.91655240895874,0.9336914523385113,0.916418916655696,4.912956237792969,0.28239206834272906,55.92865705490112
13,0.001736437880452736,0.9997529033852236,0.9991287565481114,0.9967316017316018,0.997854645986679,50.62948679924011,0.3909527738479901,0.14881691545251777,0.9502923976608186,0.917939559563663,0.9334300144300144,0.9159231044826218,4.931666374206543,0.2812061559903872,55.58954906463623
14,0.0013694608714528178,1.0,1.0,1.0,1.0,50.76773643493652,0.39073057853196685,0.15665109826255097,0.9517543859649122,0.9352320765704657,0.9340966810966812,0.9277284339575119,5.011132717132568,0.2804080139506947,55.806769371032715
15,0.002224820163533596,0.9997529033852236,0.9998263145150775,0.9997905500626963,0.999808053712101,51.47112488746643,0.39093218988633843,0.1821864764259511,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.327315092086792,0.2822219891981645,56.826685428619385
16,0.0016371815163694636,1.0,1.0,1.0,1.0,51.11346888542175,0.3908549663354093,0.12076827090147445,0.9532163742690059,0.9627108013937283,0.9673189033189032,0.9566634304749077,4.909746170043945,0.2818720123984597,56.05183005332947
17,0.0011972330745575618,1.0,1.0,1.0,1.0,51.74995303153992,0.3911028230781078,0.1543302776577303,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,4.9405434131622314,0.28109770152658065,56.717798948287964
18,0.0012008845509258442,1.0,1.0,1.0,1.0,51.19349241256714,0.3910092135218289,0.19251344886181906,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,4.948619365692139,0.28095953512673427,56.16925668716431
19,0.0007982135270884449,1.0,1.0,1.0,1.0,52.640931367874146,0.39162098052241817,0.24687843422910655,0.9400584795321637,0.95948453058851,0.962096681096681,0.9500264310848462,5.2608137130737305,0.28127679870459454,57.930017709732056
20,0.0008522683503955404,1.0,1.0,1.0,1.0,53.92260694503784,0.3925941685991963,0.13694425100581148,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,5.247339248657227,0.28282846212387086,59.199910402297974
21,0.0014533845118419797,0.9998764516926119,0.9999650593990217,0.9994535519125683,0.9997070384447035,53.09742975234985,0.3930874093445133,0.17103136635892813,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,5.126976728439331,0.2833409639664027,58.25534987449646
22,0.0012912299067025011,0.9998764516926119,0.9999835472194801,0.9996941896024464,0.9998381617480049,53.5797438621521,0.3938206323317826,0.133166083932811,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.143191814422607,0.2839794306715658,58.75232791900635
23,0.0009884386258266547,1.0,1.0,1.0,1.0,53.22728657722473,0.3943929974243519,0.16398050079901863,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.075130462646484,0.28367018793882587,58.33037257194519
24,0.001024007615958938,1.0,1.0,1.0,1.0,52.98827409744263,0.3947826140508877,0.15315554122665093,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.081326246261597,0.2836675824541034,58.09833383560181
25,0.0012425951870705556,0.9998764516926119,0.9999650593990217,0.999927060539752,0.9999460108633035,52.354177951812744,0.39498196917256034,0.12515993118601423,0.9546783625730993,0.9633366517338644,0.9679855699855701,0.9573576488386865,5.38925838470459,0.2850752483714711,57.77063226699829
26,0.0011722015117762014,0.9998764516926119,0.9999835472194801,0.9994791666666667,0.999729304387433,52.87942671775818,0.3952831660235455,0.1863800824600427,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.972555637359619,0.2848240979067929,57.87895727157593
27,0.0009431678798092953,1.0,1.0,1.0,1.0,52.55492448806763,0.39552793853239127,0.16975146756315643,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.18348503112793,0.2853363483441799,57.76734113693237
28,0.0010648907514572998,1.0,1.0,1.0,1.0,54.64090132713318,0.39630124626599494,0.13086579552925567,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.213819980621338,0.2852560986172069,59.88511323928833
29,0.000933672226565007,1.0,1.0,1.0,1.0,53.792967081069946,0.39678963558394853,0.2050678292375539,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,5.084356069564819,0.28491501673635644,58.904921531677246
30,0.0010884296628139124,1.0,1.0,1.0,1.0,52.40477657318115,0.3968729895243807,0.18517848964546035,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.224509239196777,0.285362586108121,57.6583092212677
31,0.0009994665061820722,1.0,1.0,1.0,1.0,52.01514220237732,0.39684415299607195,0.16051235354242693,0.956140350877193,0.9622728928969962,0.9674692301162889,0.9562415058879797,5.0992817878723145,0.2854315717199331,57.14225363731384
32,0.0008836021119406968,1.0,1.0,1.0,1.0,53.03204035758972,0.39708252192482235,0.1336886448163079,0.9576023391812865,0.964668248202239,0.9693189033189034,0.9587460849769169,5.1500372886657715,0.2852060598405925,58.20970845222473
33,0.001176048149298375,1.0,1.0,1.0,1.0,54.033037185668945,0.3975657264761355,0.2009489780642267,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,5.121722459793091,0.2852476825398847,59.183107137680054
34,0.0008813314086223476,1.0,1.0,1.0,1.0,52.876413106918335,0.3977360416198561,0.18840658445199215,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.134546756744385,0.2849766341122714,58.041075229644775
35,0.0010052521855526421,1.0,1.0,1.0,1.0,52.75083136558533,0.39789369446890693,0.12806736465997257,0.9517543859649122,0.9621094942041858,0.9666522366522368,0.9559686092293538,5.324031114578247,0.28598590640278604,58.10439133644104
36,0.001122903851789915,1.0,1.0,1.0,1.0,53.451401710510254,0.39820411908240666,0.17971893083736895,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,5.052790880203247,0.2857809379847363,58.53370690345764
37,0.0012032494179293244,0.9998764516926119,0.9999650593990217,0.999927060539752,0.9999460108633035,53.349369287490845,0.398471023813667,0.1485926071345496,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,5.321459054946899,0.28602638057174495,58.700849294662476
38,0.0013232351124722972,0.9997529033852236,0.9992954911433173,0.9992989417989419,0.9992931130995647,54.09783053398132,0.3988617195709583,0.1637851442982649,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,5.268356800079346,0.2857762392628136,59.39470958709717
39,0.001109799616059971,0.9998764516926119,0.9999835472194801,0.9999413145539907,0.99996240300341,52.99062180519104,0.39899433316208244,0.2550887157553996,0.9400584795321637,0.9513126113484793,0.9608025634496223,0.945519726812508,5.338591814041138,0.28612540485141996,58.356523275375366
40,0.0009543219563296496,1.0,1.0,1.0,1.0,52.96062517166138,0.3991069266176599,0.17994619997127875,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,5.405069589614868,0.28689786954359575,58.39303398132324
41,0.000967066015768359,1.0,1.0,1.0,1.0,53.81113576889038,0.39941577387561217,0.11856965499136791,0.9517543859649122,0.9621094942041858,0.9666522366522368,0.9559686092293538,5.05050802230835,0.2864320193584637,58.8911509513855
42,0.0009287639609891263,1.0,1.0,1.0,1.0,50.65113425254822,0.39910446475586464,0.18800548869164727,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.9633872509002686,0.28630831592526784,55.64243841171265
43,0.0008902915936144732,1.0,1.0,1.0,1.0,50.903544425964355,0.39884874113879565,0.15206961034705566,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.99390172958374,0.28579875177863284,55.92497992515564
44,0.0012744770811979774,0.9998764516926119,0.999537037037037,0.9997619047619047,0.9996474254538771,51.51957392692566,0.3987440697278137,0.13610281732664525,0.956140350877193,0.9372728928969962,0.9360966810966811,0.9298119933715108,5.042588710784912,0.28558267098813017,56.59101676940918
45,0.0010631173791113917,1.0,1.0,1.0,1.0,51.52075552940369,0.398649326084167,0.19395985380867775,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,5.229856252670288,0.28578780154989225,56.77857732772827
46,0.0009135780769715802,1.0,1.0,1.0,1.0,52.80124831199646,0.39875784241879736,0.14001779305296,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.065807342529297,0.2856732380719995,57.89590048789978
47,0.0012152884350544197,0.9997529033852236,0.999290780141844,0.993939393939394,0.9963082437275986,52.26674485206604,0.3987894129725153,0.17417733763738252,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.882253646850586,0.28536984307161845,57.17690825462341
48,0.000871714623610429,1.0,1.0,1.0,1.0,50.86135983467102,0.3985692539553004,0.17234139952273175,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,4.965498685836792,0.28530008549040015,55.855618476867676
49,0.0010964796447600366,1.0,1.0,1.0,1.0,50.8152232170105,0.39834304475025717,0.1705140426718529,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,4.966697931289673,0.28487781071707136,55.81046199798584
50,0.001403784196757559,0.9998764516926119,0.9999835472194801,0.999927060539752,0.9999552619039701,50.4476215839386,0.39810317452498306,0.1328859355662165,0.9532163742690059,0.9627108013937283,0.9673189033189032,0.9566634304749077,5.427820444107056,0.28528779376636854,55.906041622161865
51,0.0016568020781930625,0.9998764516926119,0.9995169082125605,0.9996376811594203,0.9995745416350897,50.73218321800232,0.3978915000672287,0.18378718655760848,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,4.925972938537598,0.2848860584265833,55.684900522232056
52,0.0014223084079821057,0.9997529033852236,0.9999486066185017,0.9997808617093427,0.9998645223690775,51.30858635902405,0.39773835939468577,0.14213734535985556,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.014676332473755,0.28484098686204923,56.3523051738739
53,0.0010786871668591097,1.0,1.0,1.0,1.0,52.280250787734985,0.3977800664886148,0.18145449686035028,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,4.9309327602386475,0.2844759309680343,57.240020513534546
54,0.0010410111946587007,0.9998764516926119,0.9999835472194801,0.9998907103825138,0.9999370370415408,51.4785099029541,0.3977105382163937,0.12579960667907159,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,4.882770299911499,0.2841740870716596,56.38985514640808
55,0.002155136368908255,0.9996293550778355,0.9998665881551526,0.999736712232939,0.9998011439208896,52.072312355041504,0.3976656948231593,0.1699876287285826,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.204818487167358,0.2845907187658893,57.305564641952515
56,0.0012383558846087788,1.0,1.0,1.0,1.0,50.93705415725708,0.3974981649251837,0.13131008397274918,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.960275888442993,0.28419858565578215,55.92596650123596
57,0.0008417900459192397,1.0,1.0,1.0,1.0,49.35333228111267,0.3971079628282134,0.1917928258914336,0.9473684210526315,0.9600934057175089,0.9647633477633478,0.9535861336089799,5.13546085357666,0.28416678970130055,54.51819682121277
58,0.0011032634521281099,1.0,1.0,1.0,1.0,49.029585123062134,0.3967181436723579,0.178371404137749,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,4.9402852058410645,0.2838030238883996,53.99735355377197
59,0.0009531426956416399,1.0,1.0,1.0,1.0,48.88294529914856,0.39632492254433604,0.12934564495314022,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,5.005256652832031,0.2837570080955517,53.917476654052734
60,0.000983369268427716,1.0,1.0,1.0,1.0,49.011401653289795,0.3959384056526845,0.14843582196741484,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,5.262368202209473,0.28385621092536234,54.30355620384216
61,0.0014167601906116623,1.0,1.0,1.0,1.0,48.47028827667236,0.39548206800212393,0.17270534242931734,0.9546783625730993,0.9636617817858852,0.968096681096681,0.9573113902934002,4.869262456893921,0.28350621506283075,53.36756205558777
62,0.00115241752297684,0.9997529033852236,0.9997217503965885,0.999293728034604,0.9995061113028341,49.12871193885803,0.39516252828849463,0.19972916930423415,0.956140350877193,0.9622728928969962,0.9674692301162889,0.9562415058879797,5.0861828327178955,0.28348320809976796,54.24316740036011
63,0.000980186101701824,1.0,1.0,1.0,1.0,49.44376063346863,0.3948932874651197,0.1950424344232323,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,4.9892518520355225,0.2833442140967299,54.46250343322754
64,0.0009199677511344567,1.0,1.0,1.0,1.0,49.601460218429565,0.3946167418923904,0.26661698223843594,0.9400584795321637,0.9601684285123724,0.9623189033189034,0.9498761133448732,4.971664905548096,0.2830721868032759,54.6001250743866
65,0.00078974538239942,1.0,1.0,1.0,1.0,48.53231596946716,0.3942491611663245,0.18087138234906291,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.349420547485352,0.283379972231138,53.911972999572754
66,0.0010064766262590052,1.0,1.0,1.0,1.0,49.62119722366333,0.3940172877524469,0.19168783604556813,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.860544681549072,0.2830926527990126,54.51022267341614
67,0.0008504696445567669,1.0,1.0,1.0,1.0,49.16557192802429,0.3937384538384887,0.19168626729017552,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,5.036030292510986,0.2830468107272682,54.231019735336304
68,0.0016873777852756597,0.9997529033852236,0.9999671106725868,0.9997814207650273,0.9998738980966732,49.15130400657654,0.39347348355650624,0.16895071090392141,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,4.993201494216919,0.28287644787905686,54.17164897918701
69,0.0009033083386419141,1.0,1.0,1.0,1.0,49.02782917022705,0.393176687426264,0.1274047533193954,0.9590643274853801,0.9653774680603949,0.96998556998557,0.9594412082526854,5.129915475845337,0.28277228629322076,54.18715977668762
70,0.0011472627050527525,1.0,1.0,1.0,1.0,49.01264524459839,0.39288980220648784,0.13835411999823186,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.211966276168823,0.28309186433816885,54.25441241264343
71,0.0011127112957542845,0.9998764516926119,0.9999650593990217,0.999927060539752,0.9999460108633035,48.68962264060974,0.39259256097130013,0.16162238779978327,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,4.917654514312744,0.2827981898177143,53.63476228713989
72,0.0011059333202559137,0.9998764516926119,0.9999115826702033,0.9995305164319248,0.9997193260056699,49.251814126968384,0.3923343588725997,0.14694301785844768,0.9488304093567251,0.9606715857074537,0.9654300144300144,0.9542900378761,5.071107625961304,0.2827508705432969,54.35186982154846
73,0.0009940630251880941,1.0,1.0,1.0,1.0,49.295414447784424,0.392103194341782,0.2032008105968743,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,4.926563024520874,0.2826779337036209,54.24928832054138
74,0.0010279523967464956,1.0,1.0,1.0,1.0,48.85588097572327,0.3918521556227125,0.2509894050087246,0.9400584795321637,0.9601684285123724,0.9623189033189034,0.9498761133448732,4.979479551315308,0.2824937456655854,53.86338257789612
75,0.0010318663098978457,1.0,1.0,1.0,1.0,49.14154529571533,0.39162006966398144,0.22672725779687145,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,5.363765239715576,0.2827669331521699,54.53345227241516
76,0.0009659575896757839,1.0,1.0,1.0,1.0,48.91085338592529,0.39136272011779427,0.16349839477525643,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,4.979398488998413,0.2825284471922514,53.91970205307007
77,0.0013167964291561157,0.9998764516926119,0.9999542124542125,0.999927060539752,0.9999405808174905,49.1090247631073,0.3911616041538649,0.18623405909666121,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,4.964028358459473,0.2824784383582393,54.101078033447266
78,0.0010982585646541643,0.9998764516926119,0.9999650593990217,0.999927060539752,0.9999460108633035,48.94875526428223,0.39093387925983464,0.15909766718912535,0.956140350877193,0.9206062262303296,0.9360966810966811,0.9187008822603997,5.157947540283203,0.2822942344736664,54.1351420879364
79,0.0010635967263760893,0.9998764516926119,0.9992424242424243,0.9995098039215686,0.999369944657301,50.94048810005188,0.3908933729637326,0.1261511044720794,0.9546783625730993,0.9633366517338644,0.9679855699855701,0.9573576488386865,4.989662408828735,0.28206116585243146,55.95829653739929
80,0.001305219883360162,0.9997529033852236,0.9997471406000947,0.9965716999050332,0.9980712105346302,49.26308226585388,0.390708618323634,0.1327279042213446,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.165040969848633,0.28216386518695136,54.457202434539795
81,0.0008701165365517758,1.0,1.0,1.0,1.0,48.927576541900635,0.3904871910019566,0.18606412063202735,0.956140350877193,0.9372728928969962,0.9360966810966811,0.9298119933715108,5.035590887069702,0.28216454129160184,53.99247694015503
82,0.001390466458261499,0.9997529033852236,0.9999019280858903,0.999854121079504,0.9998778255465434,49.86645722389221,0.3903522809453356,0.13637785744214737,0.9517543859649122,0.9621094942041858,0.9666522366522368,0.9559686092293538,4.938551187515259,0.2819684852253307,54.833738565444946
83,0.0010608171791939168,1.0,1.0,1.0,1.0,49.6092209815979,0.39022129220512874,0.17190400217471277,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.0765626430511475,0.28197714376292904,54.71233868598938
84,0.001410114595932094,0.9998764516926119,0.9999835472194801,0.999965022735222,0.9999742737662607,48.59056282043457,0.389985618986438,0.1632072543866742,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,5.036817789077759,0.2817817141999414,53.65687370300293
85,0.0012311393733122318,1.0,1.0,1.0,1.0,48.790095806121826,0.38976468448011675,0.17298503928353254,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,5.17168116569519,0.2818995876108261,53.991519927978516
86,0.0007583879441582541,1.0,1.0,1.0,1.0,48.982874155044556,0.3895497938757566,0.16330239052890833,0.9488304093567251,0.9340049190407871,0.9327633477633478,0.9263393943481794,4.937867879867554,0.2816982226442333,53.94847917556763
87,0.0008341346233728781,1.0,1.0,1.0,1.0,48.75950264930725,0.38936068789647577,0.14097682295610675,0.9488304093567251,0.9612045168286202,0.9654300144300144,0.9545324063594011,4.907809257507324,0.28151033166309386,53.69506216049194
88,0.0008811091173192601,1.0,1.0,1.0,1.0,49.56698226928711,0.3892296803108521,0.17423522032339334,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,4.952369928359985,0.28136586970534205,54.54752826690674
89,0.0008964433906862684,1.0,1.0,1.0,1.0,48.77675652503967,0.3890465537520686,0.1922701369343092,0.9502923976608186,0.961782696818565,0.9660966810966811,0.9552282832370682,4.948812484741211,0.28114760762215635,53.758458375930786
90,0.0008431526414947854,1.0,1.0,1.0,1.0,49.1066792011261,0.388893458974643,0.13966074501147577,0.956140350877193,0.9372728928969962,0.9360966810966811,0.9298119933715108,5.078829526901245,0.28125658155691746,54.217294454574585
91,0.0010435945222194301,0.9998764516926119,0.9996415770609318,0.9966666666666666,0.9980654338549075,49.30662417411804,0.38875180835118184,0.1748789806258987,0.9488304093567251,0.9602334663736988,0.9654300144300144,0.9540732226859315,4.950517177581787,0.28109766458059765,54.287999391555786
92,0.0008645015502910512,1.0,1.0,1.0,1.0,49.53571057319641,0.38863197600584415,0.17933010392080603,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.927331447601318,0.2810926694172644,54.49104356765747
93,0.0008175823840280212,1.0,1.0,1.0,1.0,49.429444789886475,0.3885127090901104,0.10068631449164393,0.9576023391812865,0.9209330236159504,0.9366522366522366,0.9194412082526853,4.954827547073364,0.28095161064162866,54.82822108268738
94,0.0007977038441253041,1.0,1.0,1.0,1.0,49.190372943878174,0.3883758755580207,0.14273050757173866,0.9532163742690059,0.9630098543482435,0.9674300144300145,0.9566173228464009,5.107166290283203,0.2809158501357589,54.32573485374451
95,0.001088826229838617,0.9998764516926119,0.9999115826702033,0.9999050332383665,0.999908181507604,48.798983573913574,0.3881998832424399,0.20249906436288123,0.9400584795321637,0.9554902311143345,0.9614300144300144,0.9489896113884145,5.26115608215332,0.2811528570914383,54.08934164047241
96,0.0009150054018823915,1.0,1.0,1.0,1.0,48.92619490623474,0.38803127097097906,0.2559671474086109,0.9283625730994152,0.9476945390329282,0.95798556998557,0.9372809419198743,5.0131003856658936,0.2811405064933228,53.969621658325195
97,0.0009604290823657217,1.0,1.0,1.0,1.0,48.645734786987305,0.38783703050459345,0.1801114593147583,0.9517543859649122,0.9623840040081075,0.9667633477633477,0.9559231044826219,4.861670017242432,0.28098557033377936,53.535914182662964
98,0.0011301568745788943,1.0,1.0,1.0,1.0,48.91816759109497,0.3876809462385317,0.13655268310438856,0.9576023391812865,0.9650506706747741,0.9694300144300144,0.9587008822603997,5.494121551513672,0.280995385545083,54.442882776260376
99,0.0010982390584284682,1.0,1.0,1.0,1.0,49.18988347053528,0.3875592457482992,0.15353693485322814,0.956140350877193,0.9643414508166182,0.9687633477633478,0.9580057589846313,4.984225749969482,0.2808232611751644,54.2036554813385
100,0.0011569961343049886,1.0,1.0,1.0,1.0,48.38425898551941,0.3873773834461302,0.10706175985783188,0.9532163742690059,0.9627108013937283,0.9673189033189032,0.9566634304749077,5.1915998458862305,0.28095829031684183,53.60445237159729
